,nyc,mia,yul,los,rio,hkg,sin,dac,msq,syd,edi,cpt,auh,bjs,del
aal,5970.0,7630.0,5570.0,5650.0,10200.0,8750.0,10100.0,7240.0,1170.0,16100.0,819.0,10200.0,5090.0,7240.0,6020.0
aar,6040.0,7690.0,5650.0,5570.0,10100.0,8750.0,10100.0,7210.0,1110.0,16100.0,866.0,10100.0,5010.0,7260.0,5970.0
abe,123.0,1710.0,552.0,8580.0,7810.0,12900.0,15300.0,12700.0,7210.0,15900.0,5330.0,12700.0,11100.0,11000.0,11800.0
abi,2460.0,2010.0,2660.0,10800.0,8580.0,12900.0,15500.0,13700.0,9160.0,13600.0,7440.0,14400.0,13100.0,11200.0,13200.0
abj,7950.0,8380.0,8010.0,818.0,5280.0,12600.0,12000.0,10200.0,6100.0,15900.0,5630.0,4960.0,6600.0,12100.0,8850.0
abq,2910.0,2720.0,2990.0,11400.0,9270.0,12300.0,14900.0,13200.0,9190.0,13100.0,7580.0,15000.0,13100.0,10600.0,12900.0
abv,8610.0,9320.0,8590.0,510.0,6530.0,11300.0,10700.0,8900.0,5310.0,15400.0,5290.0,4920.0,5290.0,10900.0,7560.0
abz,5260.0,6900.0,4890.0,5650.0,9690.0,9380.0,10800.0,7950.0,1900.0,16700.0,157.0,10300.0,5760.0,7790.0,6740.0
aca,3640.0,2250.0,3990.0,11200.0,7560.0,14300.0,16700.0,15400.0,10700.0,12800.0,8850.0,13600.0,14600.0,12700.0,15000.0
acc,8240.0,8740.0,8290.0,402.0,5650.0,12200.0,11600.0,9800.0,5920.0,15700.0,5600.0,4810.0,6200.0,11800.0,8470.0
ace,5550.0,6500.0,5490.0,3060.0,6570.0,12000.0,12600.0,9990.0,4310.0,18500.0,3110.0,7770.0,6690.0,10800.0,8580.0
ack,333.0,1960.0,552.0,8130.0,7640.0,12900.0,15200.0,12500.0,6860.0,16300.0,4940.0,12300.0,10800.0,11000.0,11500.0
acy,153.0,1610.0,671.0,8500.0,7660.0,13100.0,15500.0,12800.0,7260.0,15900.0,5360.0,12600.0,11200.0,11100.0,11900.0
add,11200.0,12400.0,11000.0,3910.0,9580.0,8130.0,7260.0,5710.0,5090.0,12600.0,6370.0,5230.0,2400.0,8300.0,4550.0
adl,17100.0,16100.0,17100.0,14500.0,13600.0,6860.0,5410.0,8260.0,14400.0,1160.0,16300.0,10100.0,11000.0,8630.0,9560.0
aep,8510.0,7100.0,9030.0,7900.0,1960.0,18500.0,15900.0,16700.0,12800.0,11800.0,11300.0,6870.0,13500.0,19300.0,15800.0
aer,8550.0,10200.0,8160.0,5420.0,11200.0,7080.0,7840.0,5070.0,1470.0,14100.0,3330.0,8870.0,2490.0,6130.0,3690.0
aes,5580.0,7290.0,5150.0,6230.0,10400.0,8690.0,10300.0,7390.0,1570.0,16000.0,909.0,10800.0,5540.0,7050.0,6240.0
aex,1960.0,1340.0,2250.0,10200.0,8000.0,13400.0,16000.0,13900.0,8930.0,14100.0,7110.0,13700.0,12900.0,11500.0,13300.0
aga,5810.0,6840.0,5710.0,2960.0,6920.0,11600.0,12200.0,9580.0,3940.0,18200.0,2880.0,7740.0,6290.0,10400.0,8160.0
agb,6420.0,7970.0,6080.0,4700.0,9560.0,9090.0,10100.0,7290.0,1310.0,16400.0,1280.0,9190.0,4630.0,7770.0,5970.0
agc,505.0,1630.0,758.0,8960.0,8000.0,12900.0,15400.0,12800.0,7470.0,15500.0,5620.0,13000.0,11400.0,10900.0,12000.0
agp,5870.0,7110.0,5700.0,3440.0,7760.0,10800.0,11500.0,8870.0,3110.0,17700.0,2140.0,8210.0,5730.0,9580.0,7470.0
ags,1080.0,858.0,1520.0,9170.0,7480.0,13600.0,16100.0,13600.0,8190.0,15100.0,6310.0,12900.0,12100.0,11600.0,12800.0
agu,3380.0,2290.0,3690.0,11300.0,8110.0,13700.0,16100.0,14700.0,10300.0,12800.0,8530.0,14100.0,14300.0,12100.0,14400.0
ahb,10800.0,12100.0,10500.0,4440.0,10400.0,7400.0,6940.0,4970.0,4170.0,12800.0,5680.0,6340.0,1420.0,7350.0,3690.0
aju,6870.0,6200.0,7260.0,4880.0,1480.0,16700.0,15600.0,14300.0,9400.0,15000.0,8060.0,6180.0,10700.0,15900.0,12900.0
akl,14200.0,13000.0,14400.0,16600.0,12200.0,9140.0,8400.0,11100.0,16900.0,2160.0,17900.0,11700.0,14200.0,10400.0,12500.0
ala,10200.0,12000.0,9720.0,8190.0,14100.0,4140.0,5380.0,2490.0,3730.0,11400.0,5600.0,10400.0,2930.0,3270.0,1640.0
alb,222.0,1980.0,303.0,8470.0,7930.0,12700.0,15100.0,12400.0,6940.0,16000.0,5070.0,12600.0,10900.0,10800.0,11500.0
alc,6120.0,7420.0,5890.0,3540.0,8130.0,10400.0,11200.0,8470.0,2740.0,17400.0,1980.0,8270.0,5380.0,9210.0,7080.0
alg,6490.0,7770.0,6280.0,3350.0,8210.0,10300.0,10900.0,8210.0,2670.0,17100.0,2190.0,8010.0,5040.0,9090.0,6810.0
ama,2490.0,2300.0,2610.0,10900.0,8930.0,12600.0,15100.0,13300.0,8960.0,13500.0,7310.0,14600.0,12900.0,10800.0,12900.0
amd,12100.0,13800.0,11700.0,7600.0,13500.0,4250.0,4150.0,1820.0,5070.0,10400.0,7030.0,8530.0,1830.0,4490.0,758.0
amm,9220.0,10700.0,8900.0,4430.0,10400.0,7610.0,7840.0,5340.0,2530.0,14000.0,4060.0,7550.0,1980.0,7020.0,3910.0
ams,5840.0,7440.0,5500.0,5090.0,9560.0,9290.0,10500.0,7640.0,1520.0,16600.0,665.0,9690.0,5180.0,7820.0,6360.0
anc,5410.0,6440.0,5020.0,12100.0,13100.0,8140.0,10700.0,9140.0,7210.0,11800.0,6660.0,16900.0,10200.0,6370.0,9170.0
ang,5810.0,7270.0,5540.0,4360.0,8790.0,9950.0,11000.0,8160.0,2140.0,17200.0,1170.0,9040.0,5360.0,8580.0,6810.0
anr,5870.0,7450.0,5540.0,4960.0,9450.0,9370.0,10500.0,7690.0,1580.0,16700.0,739.0,9560.0,5170.0,7920.0,6390.0
ans,6050.0,4440.0,6570.0,8750.0,3350.0,18800.0,18700.0,18000.0,11900.0,12900.0,10100.0,9330.0,14500.0,16900.0,16600.0
anu,2860.0,2140.0,3330.0,7150.0,4890.0,15600.0,17400.0,14500.0,8430.0,16300.0,6490.0,10200.0,11700.0,13700.0,13300.0
aoi,6840.0,8340.0,6530.0,4230.0,9370.0,9130.0,9950.0,7190.0,1540.0,16300.0,1820.0,8640.0,4300.0,7950.0,5810.0
apa,2610.0,2750.0,2610.0,11100.0,9430.0,12000.0,14600.0,12800.0,8670.0,13400.0,7080.0,15000.0,12600.0,10200.0,12400.0
apw,11700.0,10800.0,11700.0,19000.0,13100.0,8980.0,9400.0,11400.0,15200.0,4330.0,15200.0,14600.0,15000.0,9480.0,12700.0
aqj,9320.0,10800.0,9010.0,4180.0,10200.0,7810.0,7900.0,5490.0,2770.0,14000.0,4180.0,7270.0,2030.0,7260.0,4070.0
aqp,6360.0,4780.0,6870.0,8610.0,3060.0,19200.0,18200.0,18000.0,12100.0,12800.0,10200.0,9010.0,14400.0,17200.0,16600.0
arn,6290.0,7980.0,5870.0,6020.0,10700.0,8220.0,9660.0,6760.0,869.0,15600.0,1320.0,10400.0,4830.0,6690.0,5580.0
ase,2800.0,2900.0,2780.0,11200.0,9560.0,11900.0,14500.0,12800.0,8790.0,13200.0,7230.0,15200.0,12700.0,10200.0,12500.0
asm,10700.0,12000.0,10500.0,3990.0,9880.0,7890.0,7290.0,5440.0,4390.0,13000.0,5760.0,5870.0,1930.0,7870.0,4180.0
asu,7520.0,6180.0,8010.0,7450.0,1470.0,19200.0,16700.0,16700.0,11900.0,12800.0,10300.0,7240.0,13200.0,18200.0,15500.0
ath,7920.0,9400.0,7610.0,4040.0,9700.0,8550.0,9060.0,6420.0,1800.0,15300.0,2830.0,8000.0,3280.0,7610.0,5010.0
atl,1220.0,959.0,1600.0,9400.0,7640.0,13500.0,16000.0,13600.0,8300.0,14900.0,6440.0,13100.0,12200.0,11600.0,12800.0
atq,11300.0,13100.0,10900.0,7890.0,13900.0,3990.0,4540.0,1750.0,4470.0,10800.0,6440.0,9370.0,2140.0,3810.0,396.0
atw,1250.0,2190.0,1170.0,9640.0,8770.0,12200.0,14800.0,12400.0,7530.0,14900.0,5810.0,13800.0,11500.0,10300.0,11800.0
aua,3170.0,1820.0,3690.0,8050.0,4890.0,16100.0,18300.0,15400.0,9370.0,15200.0,7400.0,10700.0,12700.0,14100.0,14200.0
auh,11000.0,12600.0,10700.0,5810.0,11800.0,6040.0,5870.0,3620.0,3980.0,12100.0,5810.0,7530.0,0.0,5940.0,2290.0
aus,2430.0,1770.0,2670.0,10700.0,8290.0,13200.0,15800.0,13900.0,9270.0,13600.0,7520.0,14100.0,13200.0,11400.0,13400.0
avl,953.0,1090.0,1340.0,9210.0,7690.0,13300.0,15900.0,13400.0,8050.0,15200.0,6160.0,13000.0,12000.0,11400.0,12600.0
avp,161.0,1770.0,484.0,8610.0,7890.0,12900.0,15300.0,12600.0,7160.0,15900.0,5290.0,12700.0,11100.0,10900.0,11700.0
ayt,8480.0,9990.0,8140.0,4360.0,10200.0,7970.0,8420.0,5810.0,1900.0,14700.0,3320.0,7980.0,2660.0,7160.0,4380.0
azo,977.0,1880.0,1010.0,9410.0,8450.0,12600.0,15100.0,12600.0,7580.0,15000.0,5790.0,13500.0,11500.0,10600.0,11900.0
bah,10600.0,12200.0,10300.0,5440.0,11400.0,6410.0,6340.0,4010.0,3600.0,12500.0,5390.0,7480.0,460.0,6180.0,2640.0
baq,3320.0,1750.0,3850.0,8580.0,5090.0,16300.0,18700.0,15800.0,9820.0,14700.0,7850.0,11000.0,13300.0,14200.0,14700.0
bcb,681.0,1270.0,1070.0,9010.0,7720.0,13200.0,15700.0,13200.0,7770.0,15400.0,5890.0,12900.0,11700.0,11300.0,12300.0
bcn,6150.0,7530.0,5910.0,3860.0,8530.0,10100.0,10900.0,8160.0,2350.0,17200.0,1670.0,8530.0,5170.0,8800.0,6780.0
bda,1250.0,1670.0,1660.0,7550.0,6550.0,13900.0,16100.0,13200.0,7290.0,16700.0,5330.0,11400.0,11000.0,12000.0,12100.0
bdl,169.0,1920.0,401.0,8350.0,7820.0,12800.0,15200.0,12500.0,6950.0,16100.0,5050.0,12500.0,10900.0,10900.0,11600.0
bdo,16300.0,17700.0,15700.0,11700.0,15400.0,3330.0,999.0,3880.0,9980.0,5380.0,11900.0,9480.0,6690.0,5280.0,5120.0
bds,7340.0,8820.0,7030.0,4060.0,9460.0,8900.0,9580.0,6870.0,1640.0,15900.0,2300.0,8290.0,3850.0,7840.0,5470.0
beb,4960.0,6600.0,4590.0,5730.0,9530.0,9620.0,11100.0,8240.0,2200.0,16900.0,298.0,10400.0,6070.0,7980.0,7030.0
bed,295.0,2030.0,386.0,8260.0,7820.0,12800.0,15100.0,12400.0,6820.0,16300.0,4920.0,12500.0,10700.0,10800.0,11500.0
beg,7240.0,8790.0,6900.0,4550.0,9900.0,8560.0,9400.0,6630.0,1130.0,15700.0,2060.0,8750.0,3830.0,7420.0,5260.0
bel,5340.0,4550.0,5760.0,5810.0,2460.0,17100.0,16900.0,14900.0,9220.0,15600.0,7550.0,7820.0,11400.0,15400.0,13500.0
ber,6370.0,8000.0,6000.0,5180.0,9990.0,8750.0,9930.0,7070.0,956.0,16100.0,1150.0,9620.0,4650.0,7350.0,5780.0
bey,9010.0,10500.0,8690.0,4470.0,10400.0,7640.0,7950.0,5390.0,2320.0,14200.0,3850.0,7740.0,2120.0,6970.0,3980.0
bff,2460.0,2770.0,2410.0,10900.0,9500.0,11900.0,14500.0,12600.0,8400.0,13600.0,6820.0,15000.0,12300.0,10100.0,12200.0
bfi,3860.0,4380.0,3650.0,12000.0,11100.0,10400.0,13000.0,11400.0,8380.0,12500.0,7180.0,16400.0,12000.0,8690.0,11300.0
bfl,3940.0,3830.0,3930.0,12400.0,10300.0,11500.0,14000.0,12700.0,9580.0,12100.0,8180.0,16100.0,13300.0,9900.0,12700.0
bfs,5090.0,6680.0,4730.0,5410.0,9300.0,9750.0,11200.0,8270.0,2170.0,17100.0,232.0,10100.0,5950.0,8160.0,7030.0
bga,3730.0,2200.0,4260.0,8430.0,4670.0,16600.0,19000.0,16100.0,10100.0,14600.0,8100.0,10600.0,13400.0,14700.0,14900.0
bgi,3380.0,2590.0,3850.0,6900.0,4380.0,16000.0,17500.0,14800.0,8640.0,16100.0,6730.0,9750.0,11700.0,14100.0,13400.0
bgo,5600.0,7290.0,5200.0,5970.0,10200.0,8840.0,10300.0,7470.0,1520.0,16300.0,697.0,10500.0,5470.0,7240.0,6290.0
bgr,616.0,2350.0,393.0,8080.0,7970.0,12500.0,14800.0,12100.0,6500.0,16400.0,4620.0,12400.0,10400.0,10600.0,11200.0
bgw,9620.0,11200.0,9270.0,5170.0,11200.0,6840.0,7130.0,4570.0,2640.0,13400.0,4410.0,7950.0,1400.0,6290.0,3150.0
bgy,6490.0,7980.0,6180.0,4390.0,9300.0,9300.0,10200.0,7440.0,1560.0,16600.0,1460.0,8900.0,4630.0,8030.0,6080.0
bhd,5100.0,6710.0,4750.0,5410.0,9320.0,9740.0,11100.0,8260.0,2160.0,17100.0,217.0,10100.0,5940.0,8160.0,7020.0
bhm,1380.0,1070.0,1720.0,9610.0,7790.0,13400.0,16000.0,13600.0,8430.0,14700.0,6580.0,13300.0,12400.0,11500.0,12900.0
bhx,5420.0,7000.0,5090.0,5120.0,9290.0,9660.0,10900.0,8060.0,1950.0,17100.0,402.0,9800.0,5620.0,8140.0,6790.0
bil,2830.0,3350.0,2690.0,11100.0,10100.0,11300.0,13900.0,12000.0,8180.0,13400.0,6730.0,15400.0,12000.0,9480.0,11700.0
bio,5700.0,7080.0,5440.0,4120.0,8430.0,10300.0,11200.0,8470.0,2490.0,17500.0,1400.0,8870.0,5580.0,8930.0,7110.0
bjc,2620.0,2780.0,2620.0,11100.0,9480.0,12000.0,14500.0,12700.0,8640.0,13400.0,7070.0,15000.0,12600.0,10200.0,12400.0
bjl,6310.0,6740.0,6410.0,2320.0,4960.0,13300.0,13300.0,11100.0,5920.0,17400.0,4880.0,6450.0,7530.0,12400.0,9660.0
bjm,11400.0,12100.0,11300.0,3090.0,8060.0,9620.0,8300.0,7260.0,6360.0,12600.0,7230.0,3590.0,4120.0,9990.0,6210.0
bjx,3400.0,2220.0,3720.0,11300.0,7980.0,13800.0,16300.0,14900.0,10400.0,12800.0,8560.0,14000.0,14300.0,12200.0,14500.0
bki,14700.0,16100.0,14200.0,12400.0,17100.0,1830.0,1430.0,3380.0,9370.0,5760.0,11200.0,11100.0,6840.0,3780.0,4800.0
bkk,13900.0,15600.0,13400.0,10600.0,16100.0,1710.0,1440.0,1530.0,7640.0,7530.0,9580.0,10100.0,4940.0,3270.0,2910.0
bko,7070.0,7640.0,7110.0,1410.0,5500.0,12600.0,12300.0,10300.0,5540.0,16900.0,4830.0,5890.0,6680.0,11800.0,8870.0
bli,3860.0,4440.0,3640.0,11900.0,11200.0,10300.0,12900.0,11300.0,8260.0,12500.0,7080.0,16400.0,11900.0,8580.0,11200.0
blk,5310.0,6900.0,4960.0,5280.0,9350.0,9640.0,11000.0,8110.0,2000.0,17100.0,246.0,9960.0,5730.0,8100.0,6860.0
blq,6650.0,8140.0,6340.0,4280.0,9300.0,9240.0,10100.0,7340.0,1560.0,16400.0,1640.0,8750.0,4490.0,8010.0,5970.0
blr,13400.0,15100.0,12900.0,8140.0,13700.0,3990.0,3170.0,1800.0,6290.0,9330.0,8260.0,8130.0,2740.0,4810.0,1740.0
bma,6310.0,8000.0,5890.0,5990.0,10700.0,8220.0,9640.0,6760.0,845.0,15600.0,1320.0,10400.0,4810.0,6710.0,5570.0
bmi,1260.0,1820.0,1350.0,9720.0,8480.0,12600.0,15200.0,12900.0,7900.0,14700.0,6130.0,13700.0,11900.0,10700.0,12200.0
bmv,14100.0,15600.0,13500.0,11400.0,16700.0,1250.0,1340.0,2240.0,8260.0,6890.0,10100.0,10700.0,5750.0,3140.0,3650.0
bna,1220.0,1300.0,1500.0,9580.0,8000.0,13100.0,15700.0,13300.0,8190.0,14800.0,6360.0,13400.0,12200.0,11200.0,12600.0
bne,15500.0,14700.0,15400.0,16100.0,14100.0,6920.0,6150.0,8800.0,14700.0,752.0,16300.0,11700.0,12000.0,8380.0,10200.0
bob,10200.0,9030.0,10400.0,17100.0,11100.0,11100.0,11600.0,13500.0,15900.0,5990.0,14900.0,14300.0,17100.0,11300.0,14800.0
bod,5790.0,7230.0,5520.0,4260.0,8670.0,10100.0,11000.0,8240.0,2250.0,17400.0,1250.0,8960.0,5420.0,8690.0,6890.0
bog,4010.0,2430.0,4520.0,8560.0,4550.0,16900.0,19300.0,16400.0,10300.0,14300.0,8380.0,10500.0,13600.0,14900.0,15200.0
boh,5470.0,7020.0,5150.0,4940.0,9140.0,9770.0,11000.0,8130.0,2010.0,17100.0,583.0,9620.0,5600.0,8270.0,6840.0
boi,3460.0,3780.0,3330.0,11800.0,10500.0,11100.0,13600.0,12000.0,8640.0,12700.0,7290.0,16000.0,12400.0,9330.0,11900.0
bom,12500.0,14200.0,12100.0,7610.0,13400.0,4300.0,3910.0,1880.0,5440.0,10200.0,7400.0,8220.0,1960.0,4750.0,1140.0
bon,3230.0,1960.0,3730.0,7850.0,4760.0,16100.0,18300.0,15400.0,9290.0,15300.0,7340.0,10500.0,12600.0,14200.0,14100.0
bos,304.0,2030.0,407.0,8220.0,7790.0,12800.0,15100.0,12400.0,6820.0,16300.0,4920.0,12400.0,10700.0,10800.0,11500.0
bpn,15500.0,16700.0,15000.0,12600.0,16600.0,2640.0,1460.0,3990.0,10100.0,5090.0,11900.0,10700.0,7270.0,4570.0,5380.0
bre,6070.0,7680.0,5710.0,5180.0,9800.0,9010.0,10200.0,7370.0,1240.0,16400.0,847.0,9720.0,4960.0,7560.0,6080.0
bro,2720.0,1720.0,3030.0,10800.0,7970.0,13600.0,16300.0,14400.0,9690.0,13500.0,7890.0,13900.0,13600.0,11900.0,13900.0
brq,6760.0,8340.0,6410.0,4890.0,9950.0,8660.0,9690.0,6870.0,914.0,15900.0,1540.0,9240.0,4280.0,7370.0,5540.0
brr,4960.0,6600.0,4590.0,5700.0,9500.0,9640.0,11100.0,8260.0,2200.0,16900.0,283.0,10400.0,6070.0,8010.0,7050.0
brs,5390.0,6950.0,5070.0,5010.0,9160.0,9770.0,11000.0,8160.0,2040.0,17200.0,509.0,9700.0,5660.0,8270.0,6890.0
bru,5890.0,7450.0,5550.0,4920.0,9430.0,9380.0,10500.0,7690.0,1590.0,16700.0,764.0,9530.0,5170.0,7950.0,6390.0
brw,5500.0,6820.0,5040.0,11200.0,13200.0,7630.0,10200.0,8270.0,6080.0,12400.0,5710.0,15900.0,9090.0,5730.0,8140.0
bsb,6840.0,5810.0,7290.0,6160.0,925.0,18000.0,16600.0,15600.0,10500.0,14100.0,9000.0,6890.0,12000.0,16900.0,14200.0
bsl,6230.0,7760.0,5920.0,4570.0,9320.0,9350.0,10400.0,7560.0,1560.0,16600.0,1190.0,9130.0,4860.0,8010.0,6210.0
btm,3140.0,3620.0,2980.0,11400.0,10300.0,11100.0,13600.0,11900.0,8290.0,13100.0,6900.0,15700.0,12100.0,9300.0,11700.0
bts,6840.0,8420.0,6490.0,4800.0,9910.0,8670.0,9660.0,6840.0,966.0,15900.0,1640.0,9130.0,4200.0,7420.0,5500.0
btv,418.0,2170.0,119.0,8420.0,8080.0,12500.0,14900.0,12200.0,6760.0,16100.0,4890.0,12700.0,10700.0,10600.0,11300.0
bud,7020.0,8590.0,6660.0,4780.0,9990.0,8550.0,9500.0,6690.0,924.0,15800.0,1800.0,9040.0,4020.0,7320.0,5340.0
buf,462.0,1920.0,486.0,8850.0,8180.0,12600.0,15100.0,12500.0,7180.0,15600.0,5340.0,13000.0,11100.0,10700.0,11700.0
bur,3940.0,3770.0,3940.0,12400.0,10200.0,11600.0,14100.0,12900.0,9690.0,12100.0,8260.0,16100.0,13400.0,10000.0,12800.0
bva,5790.0,7320.0,5470.0,4760.0,9210.0,9610.0,10700.0,7900.0,1800.0,16900.0,811.0,9410.0,5290.0,8180.0,6580.0
bwe,6210.0,7820.0,5860.0,5120.0,9850.0,8930.0,10100.0,7260.0,1140.0,16300.0,990.0,9620.0,4810.0,7520.0,5970.0
bwi,288.0,1530.0,737.0,8670.0,7720.0,13100.0,15500.0,12900.0,7400.0,15700.0,5500.0,12700.0,11300.0,11100.0,12000.0
bwn,14900.0,16300.0,14300.0,12300.0,16900.0,1930.0,1270.0,3360.0,9380.0,5750.0,11200.0,10900.0,6780.0,3890.0,4760.0
bze,2910.0,1230.0,3380.0,9950.0,6650.0,14900.0,17500.0,15400.0,10000.0,13900.0,8080.0,12600.0,13800.0,13100.0,14600.0
bzn,3030.0,3520.0,2880.0,11300.0,10300.0,11200.0,13700.0,12000.0,8260.0,13200.0,6860.0,15600.0,12100.0,9370.0,11700.0
bzv,10300.0,10800.0,10300.0,1790.0,6600.0,11100.0,9870.0,8690.0,6570.0,13700.0,6900.0,3320.0,5310.0,11200.0,7530.0
cae,985.0,909.0,1420.0,9080.0,7480.0,13600.0,16000.0,13500.0,8100.0,15200.0,6210.0,12800.0,12000.0,11600.0,12700.0
cai,9010.0,10400.0,8720.0,3930.0,9900.0,8130.0,8260.0,5830.0,2660.0,14400.0,3940.0,7240.0,2380.0,7520.0,4410.0
cak,628.0,1690.0,801.0,9080.0,8110.0,12800.0,15300.0,12800.0,7500.0,15400.0,5660.0,13100.0,11400.0,10800.0,12000.0
can,12900.0,14400.0,12300.0,11700.0,17500.0,128.0,2610.0,2330.0,7680.0,7500.0,9400.0,11800.0,5920.0,1900.0,3650.0
cbb,6520.0,5040.0,7030.0,8080.0,2460.0,19500.0,17900.0,17500.0,11800.0,13100.0,10000.0,8470.0,13900.0,17500.0,16100.0
cbg,5550.0,7130.0,5210.0,5090.0,9350.0,9560.0,10800.0,7950.0,1830.0,16900.0,475.0,9740.0,5490.0,8060.0,6680.0
cbr,16300.0,15200.0,16300.0,15300.0,13400.0,7390.0,6210.0,9010.0,15100.0,237.0,16900.0,10800.0,11900.0,9010.0,10400.0
ccf,6080.0,7500.0,5810.0,4070.0,8690.0,9950.0,10800.0,8080.0,2190.0,17100.0,1470.0,8740.0,5170.0,8640.0,6690.0
ccp,8610.0,7000.0,9140.0,9250.0,3250.0,18200.0,16100.0,17900.0,13900.0,10900.0,12200.0,7970.0,14900.0,19200.0,17100.0
ccs,3430.0,2190.0,3930.0,7720.0,4540.0,16400.0,18300.0,15500.0,9350.0,15400.0,7400.0,10300.0,12600.0,14400.0,14200.0
ccu,12700.0,14500.0,12200.0,9220.0,15100.0,2640.0,2900.0,233.0,6100.0,9130.0,8050.0,9690.0,3440.0,3250.0,1310.0
cdg,5840.0,7370.0,5520.0,4720.0,9190.0,9610.0,10700.0,7890.0,1800.0,16900.0,867.0,9350.0,5250.0,8190.0,6570.0
ceb,14000.0,15200.0,13600.0,13200.0,18000.0,1690.0,2410.0,3850.0,9500.0,5700.0,11200.0,12000.0,7440.0,3380.0,5260.0
cgh,7690.0,6580.0,8160.0,6370.0,364.0,18000.0,16000.0,15600.0,11100.0,13300.0,9740.0,6360.0,12100.0,17500.0,14400.0
cgk,16100.0,17700.0,15600.0,11500.0,15400.0,3270.0,882.0,3770.0,9850.0,5520.0,11800.0,9450.0,6570.0,5210.0,4990.0
cgn,6050.0,7630.0,5710.0,4940.0,9560.0,9210.0,10400.0,7520.0,1420.0,16600.0,893.0,9500.0,4990.0,7810.0,6210.0
cgr,7100.0,5840.0,7580.0,7000.0,1210.0,18800.0,16900.0,16400.0,11300.0,13400.0,9750.0,7240.0,12800.0,17700.0,15100.0
cha,1170.0,1130.0,1510.0,9450.0,7820.0,13300.0,15900.0,13500.0,8210.0,14900.0,6360.0,13200.0,12200.0,11400.0,12700.0
chc,14700.0,13300.0,14900.0,15800.0,11800.0,9430.0,8400.0,11200.0,17200.0,2120.0,18500.0,11000.0,14000.0,10800.0,12600.0
chr,5870.0,7350.0,5580.0,4470.0,8960.0,9780.0,10800.0,8000.0,1980.0,17100.0,1070.0,9140.0,5260.0,8400.0,6660.0
chs,1030.0,790.0,1500.0,8980.0,7320.0,13700.0,16100.0,13600.0,8130.0,15300.0,6230.0,12700.0,12000.0,11700.0,12800.0
cia,6890.0,8350.0,6600.0,4020.0,9190.0,9270.0,10000.0,7290.0,1740.0,16300.0,1950.0,8450.0,4310.0,8130.0,5910.0
cid,1480.0,2080.0,1490.0,9930.0,8750.0,12400.0,15000.0,12700.0,7900.0,14500.0,6180.0,14000.0,11900.0,10500.0,12100.0
cju,11500.0,12800.0,11000.0,12600.0,18500.0,1720.0,4260.0,3670.0,7600.0,7920.0,9000.0,13500.0,6920.0,1150.0,4680.0
ckb,557.0,1500.0,866.0,8980.0,7920.0,13000.0,15500.0,12900.0,7580.0,15400.0,5710.0,13000.0,11500.0,11000.0,12100.0
ckg,12200.0,13800.0,11700.0,10900.0,16900.0,1120.0,3140.0,1710.0,6690.0,8480.0,8430.0,11600.0,5120.0,1470.0,2830.0
cky,6820.0,7210.0,6940.0,1900.0,4830.0,13300.0,13000.0,11000.0,6130.0,16900.0,5230.0,5910.0,7370.0,12500.0,9560.0
cld,3890.0,3650.0,3930.0,12400.0,10000.0,11800.0,14200.0,13000.0,9770.0,12100.0,8300.0,15900.0,13600.0,10200.0,13000.0
cle,663.0,1740.0,792.0,9110.0,8180.0,12700.0,15200.0,12700.0,7470.0,15300.0,5650.0,13200.0,11400.0,10800.0,11900.0
cll,2300.0,1660.0,2560.0,10500.0,8210.0,13300.0,15900.0,13900.0,9190.0,13800.0,7400.0,14000.0,13100.0,11500.0,13400.0
clo,4140.0,2510.0,4670.0,8820.0,4650.0,16900.0,19500.0,16600.0,10600.0,14000.0,8630.0,10700.0,13900.0,15000.0,15400.0
clt,866.0,1050.0,1290.0,9060.0,7580.0,13400.0,15900.0,13400.0,7980.0,15300.0,6100.0,12900.0,11900.0,11500.0,12600.0
cmb,14000.0,15800.0,13600.0,8430.0,13700.0,4040.0,2750.0,2160.0,6970.0,8750.0,8920.0,7890.0,3300.0,5130.0,2400.0
cmh,758.0,1600.0,959.0,9210.0,8110.0,12900.0,15400.0,12900.0,7640.0,15200.0,5830.0,13200.0,11600.0,10900.0,12100.0
cmi,1210.0,1750.0,1330.0,9670.0,8420.0,12700.0,15200.0,12900.0,7900.0,14800.0,6130.0,13700.0,11900.0,10800.0,12200.0
cmn,5810.0,6940.0,5660.0,3190.0,7310.0,11300.0,11900.0,9270.0,3570.0,18000.0,2530.0,7970.0,6050.0,10000.0,7850.0
cmx,1360.0,2480.0,1150.0,9610.0,9010.0,12000.0,14500.0,12100.0,7270.0,14900.0,5580.0,13900.0,11200.0,10000.0,11500.0
cnf,7400.0,6410.0,7850.0,5950.0,351.0,17700.0,16000.0,15300.0,10600.0,13800.0,9240.0,6310.0,11700.0,17100.0,14000.0
cng,5780.0,7230.0,5500.0,4360.0,8770.0,9980.0,11000.0,8190.0,2170.0,17200.0,1160.0,9060.0,5410.0,8590.0,6840.0
cnx,13300.0,15000.0,12800.0,10300.0,16100.0,1630.0,2010.0,1050.0,7110.0,8050.0,9010.0,10300.0,4600.0,2880.0,2460.0
cok,13600.0,15300.0,13200.0,8010.0,13400.0,4260.0,3200.0,2140.0,6500.0,9250.0,8450.0,7790.0,2800.0,5170.0,2080.0
coo,8400.0,8960.0,8420.0,108.0,5920.0,11900.0,11300.0,9510.0,5750.0,15600.0,5540.0,4800.0,5910.0,11500.0,8180.0
